OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear,x,y
5845,12/31/2022 8:00:00 AM,090S101537,090,S1,01537,0.33,19000,,,,Northwest,S1 RAMP (17TH AVE NW TO SR 90 WB)  AFTER MILEPOST 0.28: S501537 ON RAMP,cd4ebb13-e8bb-4023-9eb5-c54e0294b01a,2022,-13588306.3095735,6032417.48844792
5846,12/31/2022 8:00:00 AM,090Q102286,090,Q1,02286,0.06,2400,,,,Southeast,Q1 RAMP (SE 82ND ST TO SR 90 EB)  AFTER MILEPOST 0.00: LX02252-SE 82ND ST INTERSECTION; BEGIN ROUTE,81f92f09-15e0-4af6-b4fe-14ece4cc9c95,2022,-13574206.724679,6028286.59657327
5847,12/31/2022 8:00:00 AM,512P100555,512,P1,00555,0.25,12000,,,,East,P1 RAMP (SR 512 EB TO CANYON RD)  AFTER MILEPOST 0.00: SR 512 EB INTERSECTION; BEGIN ROUTE,b40fd94b-2883-4e40-8f3c-e225a1602931,2022,-13620882.4251578,5967806.26192295
5848,12/31/2022 8:00:00 AM,182R501373,182,R5,01373,0.22,2100,6.05,8.22,0.66,East,R5 RAMP (SR 182 WB TO 4TH AVE)  AFTER MILEPOST 0.00: SR 182 WB INTERSECTION; BEGIN ROUTE,6446ff5c-7f26-4bd1-887b-74d99b360889,2022,-13257712.1358378,5820572.25835199
5849,12/31/2022 8:00:00 AM,090S501161,090,S5,01161,0.23,8700,,,,Southwest,S5 RAMP (148TH AVE SE TO CD01240)  AFTER MILEPOST 0.22: S601161 ON RAMP,47819bb8-80cf-4adf-9042-2224e56b9142,2022,-13596400.7843037,6037156.19324368
5850,12/31/2022 8:00:00 AM,090Q517981,090,Q5,17981,0.11,1600,6.54,9.4,1.71,North,Q5 RAMP (SR 17 TO SR 90 EB)  AFTER MILEPOST 0.00: SR 17 INTERSECTION; BEGIN ROUTE,5c34706a-cd7c-4b8e-84fd-575624b3b026,2022,-13274255.0590147,5958090.66282532
5851,12/31/2022 8:00:00 AM,405R101834,405,R1,01834,0.2,5800,,,,South,R1 RAMP (CD01860 TO NE 85TH ST WB)  AFTER MILEPOST 0.00: CD01860 INTERSECTION; BEGIN ROUTE,0692311f-4df7-49a6-a2a0-d1c64a05d356,2022,-13601729.858026,6053773.13441843
5852,12/31/2022 8:00:00 AM,101Q136181,101,Q1,36181,0.06,16000,3.21,1.74,0.07,Southeast,Q1 RAMP (SR 101 SB TO SR 101 SB)  AFTER MILEPOST 0.00: SR 8 EB UNDERCROSSING; BEGIN ROUTE,3c22fc31-9046-43e3-9838-4ca0aa08bb53,2022,-13693620.1600984,5951183.41986963
5853,12/31/2022 8:00:00 AM,090R128812,090,R1,28812,0.19,8400,,,,West,R1 RAMP (SR 90 WB TO ARGONNE RD)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,dcfa4a42-1098-4e93-bd37-b023815b55f9,2022,-13055644.5117708,6052840.27989066
5854,12/31/2022 8:00:00 AM,526Q100240,526,Q1,00240,0.13,14000,,,,South,Q1 RAMP (SEAWAY BLVD TO SR 526 EB)  AFTER MILEPOST 0.00: S100184 INTERSECTION; BEGIN ROUTE,10696f0d-cffc-4dd6-95fb-10cd3f745ae5,2022,-13610025.8018304,6094102.74755657
5855,12/31/2022 8:00:00 AM,405Q500227,405,Q5,00227,0.02,4500,,,,Southwest,Q5 RAMP (SR 167 SB TO CI00165)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE,32703f69-d1fa-4d53-a15e-5fb5aa10856a,2022,-13605305.3415387,6018586.15959743
5856,12/31/2022 8:00:00 AM,395P108716,395,P1,08716,0.31,60,,,,Northeast,P1 RAMP (SR 395 TO PAHA PACKARD)  AFTER MILEPOST 0.00: SR 395 NB INTERSECTION; BEGIN ROUTE,7b8efbd0-9e0a-49d4-a31e-aaa7e42ce30c,2022,-13190023.0729366,5945321.4700264
5857,12/31/2022 8:00:00 AM,082S103985,082,S1,03985,0.09,1800,5.25,4.23,1.75,Northwest,S1 RAMP (THORP RD TO SR 82 WB)  AFTER MILEPOST 0.00: LX04034-THORP RD INTERSECTION; BEGIN ROUTE,d10263b8-fcd3-456b-8984-371c9b076aa4,2022,-13408715.6025631,5862921.50389873
5858,12/31/2022 8:00:00 AM,509Q102367,509,Q1,02367,0.09,11000,,,,North,Q1 RAMP (DS MNS WY S TO SR 509 NB)  AFTER MILEPOST 0.00: LX02434B-DES MOINES WY S INTERSECTION; BEGIN ROUTE,add8d57f-f0ff-40e5-8e3c-7c399d5c5161,2022,-13616707.4134943,6013982.31696418
5859,12/31/2022 8:00:00 AM,090P117461,090,P1,17461,0.09,290,7.85,4.1,1.37,East,P1 RAMP (SR 90 EB TO PRITCHARD RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,e23d6304-9652-42f8-b3e1-041f495db2a4,2022,-13285186.1221854,5959027.49664951
5860,12/31/2022 8:00:00 AM,182P100258,182,P1,00258,0.28,1800,3.42,2.19,0.11,East,P1 RAMP (SR 182 EB TO QUEENSGATE)  AFTER MILEPOST 0.00: SR 182 EB INTERSECTION; BEGIN ROUTE,a9f7c487-973f-405f-9e69-07418f68f68d,2022,-13280975.5212469,5820960.13936817
5861,12/31/2022 8:00:00 AM,090S128907,090,S1,28907,0.05,8800,,,,Southwest,S1 RAMP (SR 27 TO SR 90 WB)  AFTER MILEPOST 0.02: SR 27 WYE CONNECTION,64018f02-67fa-4e43-aa15-e4125d0499af,2022,-13051163.9940483,6052998.48773143
5862,12/31/2022 8:00:00 AM,195P507099,195,P5,07099,0.22,30,7.69,0,0,South,P5 RAMP (SR 195 NB TO CHENY PLAZA)  AFTER MILEPOST 0.00: SR 195 NB INTERSECTION; BEGIN ROUTE,3af3da01-f14c-4898-8fbe-dd65f1c16057,2022,-13067673.4846112,5992971.45790825
5863,12/31/2022 8:00:00 AM,090Q125819,090,Q1,25819,0.1,390,3.82,3.56,1.53,North,Q1 RAMP (SR 904 TO SR 90 EB)  AFTER MILEPOST 0.00: SR 904 INTERSECTION; BEGIN ROUTE,7f47d411-73c2-4612-aa1e-4edc1afc42e0,2022,-13112080.8229058,6013600.64320207
5864,12/31/2022 8:00:00 AM,395Q116637S,395,Q1,16637S,0.14,1700,,,,North,Q1 RAMP (FARWELL RD TO SR 395 NSC)  AFTER MILEPOST 0.00: LX16570S INTERSECTION; BEGIN ROUTE,51860dda-12e9-4d4d-b1d2-0b0a3b03591a,2022,-13065687.3940871,6069432.38053981
5865,12/31/2022 8:00:00 AM,099S104355,099,S1,04355,0.04,1700,,,,Southeast,S1 RAMP (SR 104 EB TO SR 99 SB)  AFTER MILEPOST 0.00: SR 104 EB INTERSECTION; BEGIN ROUTE,c5521bee-28e9-4de2-9743-76bf790e6847,2022,-13619677.1589658,6070362.95104736
5866,12/31/2022 8:00:00 AM,090R118514,090,R1,18514,0.22,60,14.29,12.5,1.79,Northwest,R1 RAMP (SR 90 WB TO Q RD NE)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,c78459b8-1e55-42b7-963a-51f9583cdcd8,2022,-13261306.3202286,5956653.93113544
5867,12/31/2022 8:00:00 AM,520Q500119,520,Q5,00119,0.01,3200,,,,South,Q5 RAMP (SR 513 TO SR 520 EB)  AFTER MILEPOST 0.00: SR 513 SB INTERSECTION; BEGIN ROUTE,1a273ef9-a16e-4d8c-9c1b-7c61b8a08d48,2022,-13614899.6458761,6047949.98538637
5868,12/31/2022 8:00:00 AM,405Q100702,405,Q1,00702,0.1,4700,,,,North,Q1 RAMP (N 30TH ST TO SR 405 NB)  AFTER MILEPOST 0.00: LX00651-N 30TH ST INTERSECTION; BEGIN ROUTE,84b0d525-42f5-461a-8aa1-124c8b88294b,2022,-13603024.8008415,6027360.09776622
5869,12/31/2022 8:00:00 AM,082R105239,082,R1,05239,0.24,1900,2.54,2.23,2.07,Northwest,R1 RAMP (SR 82 WB TO ZILLAH RD)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE,20bf9013-06cd-4c09-9527-79f8b9674df4,2022,-13389163.9438148,5845311.55222406
5870,12/31/2022 8:00:00 AM,509CI00168,509,CI,00168,0.34,4500,,,,East,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.20: Q100188 ON RAMP,9c856001-9c46-4630-9a52-271143df6fad,2022,-13624677.1172475,5982485.8170545
5871,12/31/2022 8:00:00 AM,090P106274,090,P1,06274,0.19,320,8.39,8.39,1.24,Southeast,P1 RAMP (SR 90 EB TO STAMPEDE RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,1895cb69-0078-434b-9bc9-b140db583d5d,2022,-13503892.830732,5992082.49101059
5872,12/31/2022 8:00:00 AM,167S100906,167,S1,00906,0.01,4800,,,,East,"S1 RAMP (W VALLEY HY TO SR 167 SB)  AFTER MILEPOST 0.00: LX00964, W VALLEY HWY INTERSECTION; BEGIN ROUTE",f549581b-c9e4-4961-9fda-1fd2e1ab9ff3,2022,-13609242.2324508,5980082.20056544
5873,12/31/2022 8:00:00 AM,090S118844,090,S1,18844,0.09,510,,,,Southwest,S1 RAMP (WARDEN RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX18889-WARDEN RD INTERSECTION; BEGIN ROUTE,d970519e-ae17-4d82-8297-62475da465de,2022,-13252182.5960419,5956183.58101658
5874,12/31/2022 8:00:00 AM,395R116244S,395,R1,16244S,0.31,6700,5.1,2.46,0.18,South,R1 RAMP (SR 395 NSC S TO LX16196S)  AFTER MILEPOST 0.00: SR 395 NSC SB INTERSECTION; BEGIN ROUTE,22ddfedf-bbc1-40bd-9d91-36b46add5907,2022,-13064056.8155316,6061047.53751715
5875,12/31/2022 8:00:00 AM,090Q103100,090,Q1,03100,0.08,3100,,,,Southeast,Q1 RAMP (BENDIGO BLVD TO SR 90 EB)  AFTER MILEPOST 0.00: LX03056 ROUNDABOUT; BEGIN ROUTE,bfcbbcdf-09ca-4269-b1e8-fafc46d42969,2022,-13558261.563818,6021954.33974757
5876,12/31/2022 8:00:00 AM,090R104580,090,R1,04580,0.22,70,4.48,28.36,7.46,West,R1 RAMP (SR 90 WB TO BANDERA RD)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,94906919-758a-4fa8-a68e-9075c966883b,2022,-13528130.2874121,6006897.50893121
5877,12/31/2022 8:00:00 AM,512R100916,512,R1,00916,0.32,18000,,,,South,R1 RAMP (SR 512 WB TO 104TH ST E)  AFTER MILEPOST 0.00: SR 512 WB INTERSECTION; BEGIN ROUTE,b89eb887-58cb-4cb5-b037-26ff05a36105,2022,-13614151.4936335,5968713.90764368
5878,12/31/2022 8:00:00 AM,182Q501271,182,Q5,01271,0.04,2800,2.31,1.99,0.18,West,Q5 RAMP (20TH AVE TO CI01175)  AFTER MILEPOST 0.01: 20TH AVE WYE CONNECTION,bbb79db7-6e35-4719-99da-60adfab6f0b2,2022,-13260155.4980423,5820129.04329348
5879,12/31/2022 8:00:00 AM,099P102362,099,P1,02362,0.11,2000,,,,North,P1 RAMP (SR 99 NB TO 27TH AVE S)  AFTER MILEPOST 0.00: SR 99 NB INTERSECTION; BEGIN ROUTE,0fcc436f-c67e-4706-8fbe-71ecc9e74566,2022,-13614470.926633,6025460.48911121
5880,12/31/2022 8:00:00 AM,205P503097,205,P5,03097,0.18,11000,,,,Southwest,P5 RAMP (CI03005 TO SR 500 WB)  AFTER MILEPOST 0.00: CI03005 INTERSECTION; BEGIN ROUTE,cee75001-b65a-43ae-a8dc-ba0ca78cb186,2022,-13644360.4809145,5725660.8911858
5881,12/31/2022 8:00:00 AM,090R101046,090,R1,01046,0.29,34000,,,,West,R1 RAMP (SR 90 WB TO P200926)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,3bc1eb2b-056c-41a2-82e3-62eb0912463c,2022,-13599788.3444755,6037370.77391377
5882,12/31/2022 8:00:00 AM,410R101065,410,R1,01065,0.18,3400,,,,West,R1 RAMP (SR 410 WB TO VALLEY AVE)  AFTER MILEPOST 0.00: SR 410 WB INTERSECTION; BEGIN ROUTE,68bffbbf-6f37-464f-acac-cad643e23ffb,2022,-13606354.9864927,5973700.89539892
5883,12/31/2022 8:00:00 AM,082S504981,082,S5,04981,0.15,2500,3.28,5.38,1.74,Southwest,S5 RAMP (BUENA RD TO SR 82 WB)  AFTER MILEPOST 0.06: BUENA RD WYE CONNECTION,9817591f-526b-41d2-9c26-2d2c84ccdeb8,2022,-13393158.995426,5847376.97022782
5884,12/31/2022 8:00:00 AM,167Q101014,167,Q1,01014,0.1,5900,,,,Northwest,Q1 RAMP (24TH ST E TO SR 167 NB)  AFTER MILEPOST 0.00: LX00964 INTERSECTION; BEGIN ROUTE,4f32e110-d028-4594-8fbe-6cb072aa090d,2022,-13608969.6879828,5980836.51712348
5885,12/31/2022 8:00:00 AM,090S104510,090,S1,04510,0.08,100,9.47,18.95,4.21,West,S1 RAMP (BANDERA RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX04552-BANDERA RD INTERSECTION; BEGIN ROUTE,dfcc4974-d5d2-4450-8477-4d3e711cc377,2022,-13528449.0787783,6006915.71678538
5886,12/31/2022 8:00:00 AM,090P501161,090,P5,01161,0.13,4200,,,,Northwest,P5 RAMP (CI01089 TO 150TH AVE SE)  AFTER MILEPOST 0.00: CI01089-EASTGATE CD INTERSECTION; BEGIN ROUTE,cb3383c9-21bc-4e02-92fe-119846547b0e,2022,-13596541.1476349,6036871.70229588
5887,12/31/2022 8:00:00 AM,526Q100152,526,Q1,00152,0.03,13000,,,,North,Q1 RAMP (AIRPORT RD TO SR 526 EB)  AFTER MILEPOST 0.00: LX00143-AIRPORT RD INTERSECTION; BEGIN ROUTE,db26c159-2d65-4c7c-a47b-2fd96094132c,2022,-13611206.043397,6093669.61552766
5888,12/31/2022 8:00:00 AM,509S102663,509,S1,02663,0.05,7800,,,,South,S1 RAMP (S 128TH ST TO SR 509 SB)  AFTER MILEPOST 0.00: LX02686-S 128TH ST INTERSECTION; BEGIN ROUTE,e479b9f0-7c6e-4acb-83ef-d0ca795c0bbd,2022,-13617408.4168197,6022061.28717797
5889,12/31/2022 8:00:00 AM,090S505443,090,S5,05443,0.12,290,10.49,11.89,0.35,Southwest,S5 RAMP (ROCKY RUN RD TO SR 90 WB)  AFTER MILEPOST 0.02: ROCKY RUN RD WYE CONNECTION,80b0171d-d98f-4678-850f-e43290f6bf25,2022,-13513616.2297423,6006936.99984013
5890,12/31/2022 8:00:00 AM,182S201140,182,S2,01140,0.04,5000,,,,Northwest,S2 RAMP (S101140 TO ARGENT RD)  AFTER MILEPOST 0.00: S101140 INTERSECTION; BEGIN ROUTE,5445d688-f9fd-4d18-8252-528ab950b3cc,2022,-13261254.0473836,5820640.72308281
5891,12/31/2022 8:00:00 AM,090Q127091,090,Q1,27091,0.09,8300,2.3,1.41,0.04,Northeast,Q1 RAMP (SR 904 TO SR 90 EB)  AFTER MILEPOST 0.00: SR 904 INTERSECTION; BEGIN ROUTE,638b2225-61e1-4543-b508-bec04061e712,2022,-13090375.1329392,6034810.86725679
5892,12/31/2022 8:00:00 AM,395Q116966,395,Q1,16966,0.1,360,6.74,0.56,0,North,"Q1 RAMP (HATCH RD TO SR 395 NB)  AFTER MILEPOST 0.00: HATCH RD, LX16912 INTERSECTION; BEGIN ROUTE",0b81d911-24d0-4325-934b-8be60e16deda,2022,-13069472.3232647,6074724.79879359
5893,12/31/2022 8:00:00 AM,101R126359,101,R1,26359,0.44,1900,4.1,2.32,0.16,Northwest,R1 RAMP (SR 101 TO RIVER RD)  AFTER MILEPOST 0.00: SR 101 INTERSECTION; BEGIN ROUTE,ee872aba-7aa0-4bbb-8127-38bd47d90403,2022,-13707066.4199586,6119203.74647801
5894,12/31/2022 8:00:00 AM,090S101042,090,S1,01042,0.12,580,,,,West,S1 RAMP (142ND PL SE TO SR 90 WB)  AFTER MILEPOST 0.00: LX01103 INTERSECTION; BEGIN ROUTE,aa64a7e9-7e8d-4a0c-b64c-79bb93489f8f,2022,-13598075.70153,6037202.77910034
5895,12/31/2022 8:00:00 AM,090P127979,090,P1,27979,0.29,11000,,,,East,P1 RAMP (SR 90 EB TO WALNUT ST)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,f084d83a-00bd-4c96-942c-ce019e969406,2022,-13073055.6236669,6048986.89270014
5896,12/31/2022 8:00:00 AM,520R100168,520,R1,00168,0.67,4100,,,,West,R1 RAMP (SR 520 WB TO SR 513)  AFTER MILEPOST 0.41: R200168 OFF RAMP,9618bdef-19c7-412e-b60a-03837025ec4b,2022,-13614735.9030823,6047951.55333768
5897,12/31/2022 8:00:00 AM,405P101705,405,P1,01705,0.24,6000,,,,North,P1 RAMP (SR 405 NB TO LX01744)  AFTER MILEPOST 0.12: P201705 (TRANSIT ONLY) OFF RAMP,dc65eb67-cb03-4e30-ae51-29565be4d90a,2022,-13601738.8957681,6051731.47361606
5898,12/31/2022 8:00:00 AM,167P101358,167,P1,01358,0.23,5800,,,,Northeast,P1 RAMP (SR 167 NB TO 15TH ST SW)  AFTER MILEPOST 0.00: SR 167 NB INTERSECTION; BEGIN ROUTE,ab7de1ec-72b2-45fa-85d0-381b3110091e,2022,-13609517.9762347,5990307.01084596
5899,12/31/2022 8:00:00 AM,090S101192,090,S1,01192,0.03,3900,,,,Southwest,S1 RAMP (EASTGATE WAY TO CD01240)  AFTER MILEPOST 0.01: EASTGATE WAY WYE CONNECTION,9966137c-254e-4561-8f17-bb9d888371b7,2022,-13595462.3317122,6037051.22632584
5900,12/31/2022 8:00:00 AM,090P128548,090,P1,28548,0.67,4100,,,,East,P1 RAMP (SR 90 EB TO BROADWAY AVE)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,0226e53f-5623-4b72-bd0b-396559aed748,2022,-13059355.1312294,6050910.84722982
5901,12/31/2022 8:00:00 AM,285S500050,285,S5,00050,0.04,5800,,,,South,S5 RAMP (WENAT AVE TO SR 285 SB)  AFTER MILEPOST 0.00: LX00047 INTERSECTION; BEGIN ROUTE,ad902e79-1d09-44e7-95c2-cc6fb2cb2ae9,2022,-13391747.7567822,6009140.49011727
5902,12/31/2022 8:00:00 AM,509R102981B,509,R1,02981B,0.34,8500,,,,South,R1 RAMP (SR 509 SB TO 1ST AVE S)  AFTER MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE WEAVE/SPD CHNG LN BEHIND; BEGIN ROUTE,f28cd297-a0ca-485d-b226-828713d71574,2022,-13618271.6582838,6028220.91333787
5903,12/31/2022 8:00:00 AM,182R500297,182,R5,00297,0.24,5600,,,,East,R5 RAMP (SR 182 WB TO QUEENSGATE)  AFTER MILEPOST 0.00: SR 182 WB INTERSECTION; BEGIN ROUTE,17c1608e-c323-4d9b-b28a-0905c6ee18ba,2022,-13281011.8600305,5821433.21735037
5904,12/31/2022 8:00:00 AM,090S329162,090,S3,29162,0.02,1100,,,,East,S3 RAMP (INDIANA AVE TO S129162)  AFTER MILEPOST 0.00: INDIANA AVE INTERSECTION; BEGIN ROUTE,726f053e-41d8-4d61-85ec-71cb10a63894,2022,-13046447.2141171,6052341.23629524
5905,12/31/2022 8:00:00 AM,205Q102762,205,Q1,02762,0.12,12000,,,,Northwest,Q1 RAMP (SR 14 CD00701 TO SR 205)  AFTER MILEPOST 0.00: SR 14 CD00701 INTERSECTION; BEGIN ROUTE,733a0126-5134-4433-a51e-947908baf672,2022,-13641891.2951472,5716980.61095638
5906,12/31/2022 8:00:00 AM,090Q202660,090,Q2,02660,0.01,1200,,,,East,Q2 RAMP (SR 18 TO Q102660)  AFTER MILEPOST 0.00: SR 18 INTERSECTION; BEGIN ROUTE,a8932897-7363-4ffe-99ac-634dcf6e44fe,2022,-13568026.3705135,6025317.84410602
5907,12/31/2022 8:00:00 AM,405CI01309,405,CI,01309,0.37,9600,,,,North,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.20: P101329 OFF RAMP,0fc3ff6f-2f36-44e8-a93e-83c9dde70e91,2022,-13601910.2672131,6042593.59509252
5908,12/31/2022 8:00:00 AM,101Q126664,101,Q1,26664,0.1,1600,4.58,1.28,0.06,Southeast,"Q1 RAMP (SIMDARS RD TO SR 101)  AFTER MILEPOST 0.00: LX26610, SIMDARS RD INTERSECTION; BEGIN ROUTE",6cd106fb-b6c9-499f-830d-60daa0a69171,2022,-13699845.1513194,6118077.85343455
5909,12/31/2022 8:00:00 AM,090R129664,090,R1,29664,0.34,2700,5.53,1.5,0.04,West,R1 RAMP (SR 90 WB TO HARVARD RD)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,22874f62-a553-4acf-903c-cdf6be4d5446,2022,-13036509.500182,6052946.33210091
5910,12/31/2022 8:00:00 AM,090P118260,090,P1,18260,0.22,210,,,,Southeast,P1 RAMP (SR 90 EB TO O RD NE)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,738e6940-1eb4-49fb-9394-0bfe484c022f,2022,-13266303.682,5957062.87517148
5911,12/31/2022 8:00:00 AM,518S100134,518,S1,00134,0.14,4100,,,,Northeast,S1 RAMP (SEA TAC TO SR 518 WB)  AFTER MILEPOST 0.00: Q100270 INTERSECTION; BEGIN ROUTE,b747da05-e658-4339-aa8f-057690a5828e,2022,-13613875.3187206,6017675.08206
5912,12/31/2022 8:00:00 AM,405Q100450,405,Q1,00450,0.1,7900,,,,North,Q1 RAMP (SR 169 TO SR 405 NB)  AFTER MILEPOST 0.00: SR 169 INTERSECTION; BEGIN ROUTE,e790b6d7-c907-4634-bd48-fdcaa05f23d0,2022,-13602610.3549462,6021531.18484522
5913,12/31/2022 8:00:00 AM,395P105449,395,P1,05449,0.32,1300,,,,Northeast,P1 RAMP (SR 395 NB TO SR 260)  AFTER MILEPOST 0.00: SR 395 NB INTERSECTION; BEGIN ROUTE,6c27c4bc-f057-4020-b14f-a2fa70a0702b,2022,-13230696.4281458,5885155.80253752
5914,12/31/2022 8:00:00 AM,082S102606,082,S1,02606,0.1,1200,8.02,10.22,0.84,Northeast,S1 RAMP (FIRING CTR RD TO SR 82)  AFTER MILEPOST 0.00: LX02659-FIRING CENTER RD INTERSECTION; BEGIN ROUTE,a55fb642-d751-4a7f-aa6a-1b68f40e8bbd,2022,-13411679.9419089,5889747.59678331
5915,12/31/2022 8:00:00 AM,509R102508,509,R1,02508,0.18,6400,,,,South,R1 RAMP (SR 509 SB TO S 160TH ST)  AFTER MILEPOST 0.00: SR 509 SB INTERSECTION; BEGIN ROUTE,eff931ed-0790-4344-8827-778eb4c86888,2022,-13617791.4564154,6017577.35641774
5916,12/31/2022 8:00:00 AM,303R500666,303,R5,00666,0.2,5400,,,,Southwest,R5 RAMP (SR 303 EB TO LX00657)  AFTER MILEPOST 0.00: SR 303 EB INTERSECTION; BEGIN ROUTE,7273639d-6f28-4c45-96f7-12324af28609,2022,-13653266.2422454,6048716.8769998
5917,12/31/2022 8:00:00 AM,090P107383,090,P1,07383,0.18,280,12.86,10,1.79,East,P1 RAMP (SR 90 EB TO W NELSON RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,214dc07b-7870-4294-a337-9f7fe917dbd8,2022,-13484308.6348791,5977615.34899832
5918,12/31/2022 8:00:00 AM,182CD01483,182,CD,01483,0.62,4200,6.31,3.55,0.8,West,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.52: R501432 OFF RAMP,ed588850-6745-47c3-9555-3520ebba1c10,2022,-13256542.8172956,5820790.09552183
5919,12/31/2022 8:00:00 AM,182S200440,182,S2,00440,0.18,15000,2.83,1.29,0.12,North,"S2 RAMP (SR 240 WB TO S100440)  AFTER MILEPOST 0.00: Q100567, SR 240 WB INTERSECTION; BEGIN ROUTE",9ae2a8cb-6289-4ff4-9c3e-2d33cb274827,2022,-13275911.1824761,5821626.94081405
5920,12/31/2022 8:00:00 AM,101P126272,101,P1,26272,0.27,7500,2.7,0.61,0.01,Southeast,P1 RAMP (SR 101 TO RIVER RD)  AFTER MILEPOST 0.00: SR 101 INTERSECTION; BEGIN ROUTE,64462881-3466-4e57-acb1-94a9095425ec,2022,-13707478.6267287,6119124.36414895
5921,12/31/2022 8:00:00 AM,090R122228,090,R1,22228,0.22,2100,6.12,15.2,4.78,West,R1 RAMP (SR 90 WB TO BAUMAN RD)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,ea6d37eb-bc18-47d8-b0f5-361018a8991f,2022,-13176300.9294739,5961394.20301961
5922,12/31/2022 8:00:00 AM,082R103848,082,R1,03848,0.71,4900,,,,North,R1 RAMP (SR 82 WB TO MAIN ST)  AFTER MILEPOST 0.65: P503782 ON RAMP,086fd004-e3b1-44c9-91c5-f65055cea8f0,2022,-13411257.4429745,5867415.60916657
5923,12/31/2022 8:00:00 AM,205R103714,205,R1,03714,0.2,5700,,,,South,R1 RAMP (SR 205 SB TO 134TH ST)  AFTER MILEPOST 0.00: SR 205 SB INTERSECTION; BEGIN ROUTE,8e124539-4133-4068-9be2-3999778f6993,2022,-13653671.2355617,5735456.97390403
5924,12/31/2022 8:00:00 AM,500P100081,500,P1,00081,0.26,3700,,,,Southeast,P1 RAMP (SR 500 EB TO ST JOHNS BV)  AFTER MILEPOST 0.00: SR 500 EB INTERSECTION; BEGIN ROUTE,183553c3-d3ef-4291-89fd-b864deae747d,2022,-13652599.1005631,5723987.38696731
5925,12/31/2022 8:00:00 AM,395S501992,395,S5,01992,0.06,2600,1.23,2.55,0.19,North,S5 RAMP (COURT ST TO SR 395 SB)  AFTER MILEPOST 0.00: LX02004-COURT ST INTERSECTION; BEGIN ROUTE,4dbdd43d-4b1f-4ae6-baf5-fcfe4cd0cde6,2022,-13261536.1041744,5819218.19565648
5926,12/31/2022 8:00:00 AM,090P101506,090,P1,01506,0.59,21000,,,,Southeast,P1 RAMP (SR 90 EB TO SR 900)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE,cb302368-fc04-483e-998c-69443c10f28a,2022,-13588154.2637928,6032213.45515089
5927,12/31/2022 8:00:00 AM,167R101822,167,R1,01822,0.24,9100,,,,Southwest,R1 RAMP (SR 167 SB TO S 277TH ST)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE,58154616-511d-464f-833e-cb70c039d3a1,2022,-13608323.1238974,6000129.65592731
5928,12/31/2022 8:00:00 AM,090S118241,090,S1,18241,0.09,200,,,,West,"S1 RAMP (O RD NE TO SR 90 WB)  AFTER MILEPOST 0.00: LX18283, O RD NE INTERSECTION; BEGIN ROUTE",5eb4a924-8662-4136-b556-989d049fbaf8,2022,-13266410.6928598,5957253.69750683
5929,12/31/2022 8:00:00 AM,090Q104003,090,Q1,04003,0.11,120,12.71,22.88,5.93,East,Q1 RAMP (GARCIA RD TO SR 90 EB)  AFTER MILEPOST 0.02: LX03957 WYE CONNECTION,fe9d6e99-46b4-43e2-9d20-6d309e1fc810,2022,-13540243.8086335,6012468.54340156
5930,12/31/2022 8:00:00 AM,090R108606,090,R1,08606,0.29,1000,10.77,9.5,1.27,North,R1 RAMP (SR 90 WB TO SR 970)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE,42cd3169-e22c-4892-845b-cb14abff15d1,2022,-13458678.4024665,5972369.61366638
